ID	Project Name	Project Description	GitHub URL	Suspicious?
892040	awesome-python-applications	"Software to study and use, which also happens to be open-source Python."	https://github.com/mahmoud/awesome-python-applications	
728112	incubator-mxnet	"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more"	https://github.com/apache/incubator-mxnet	
458520	AndroidAutoLayout	Androidå±èå_•é€‚é…çæ–_æ¡ˆï_Œç›´æ_¥å¡«å†™è®_è®¡å›_ä¸_ç_„åƒèç´ å°ºå¯¸åç_åè¯å®Œæˆêé€‚é…çï_Œæœ€å_§é™êåº_è§£å†_é€‚é…çé—®é¢˜ã€‚	https://github.com/hongyangAndroid/AndroidAutoLayout	
504771	FSCalendar	"A superiorly awesome iOS7+ calendar control, compatible with both Objective-C and Swift2"	https://github.com/WenchaoD/FSCalendar	
694871	workbox	(Currently Work in Progress) Service Worker helper libraries. 	https://github.com/GoogleChrome/workbox	
788848	react-navigation	"Learn once, navigate anywhere"	https://github.com/react-navigation/react-navigation	
877789	MMKV	"An efficient, samll mobile key-value storage framework developed by WeChat. Works on iOS and Android."	https://github.com/Tencent/MMKV	
514688	awesome-kotlin	A curated list of awesome Kotlin related stuff Inspired by awesome-java. 	https://github.com/KotlinBy/awesome-kotlin	
267995	CryptoSwift	Crypto related functions and helpers for Swift implemented in Swift programming language	https://github.com/krzyzanowskim/CryptoSwift	
514126	SmarterStreaming	è·¨å__åè°ç_„è§†é¢‘é‡‡é›†ã€Åç›´æ’_SDKï_ˆæ”¯æŒÅWindows/android/iOSï_‰ï_Œä_Ÿè®¸æ˜¯å›_å†…æœ€éù è°±ç_„è§†é¢‘ç›´æ’_æ_¨æµÅã€Åæ’_æ”_SDKä_‹ä¸€ï_Œå_©æ‚¨è_»æù_å®_ç_°ç±»ä__äº_è_±æ_’ã€Åæ˜ å®¢ã€Åæ–—é±_æ‰‹æœºç›´æ’_æ_¨é€Åä¸_æ’_æ”_ã€‚	https://github.com/daniulive/SmarterStreaming	
163517	timber	"A logger with a small, extensible API which provides utility on top of Android's normal Log class."	https://github.com/JakeWharton/timber	
309555	AudioKit	"Open-source audio synthesis, processing, & analysis platform."	https://github.com/audiokit/AudioKit	
265477	AndroidDevTools	æ”¶é›†æ•´çê†Androidå_€åè‘æ‰€éœ€ç_„Android SDKã€Åå_€åè‘ä¸_ç”¨åˆ°ç_„å·¥å…·ã€ÅAndroidå_€åè‘æ•™ç¨‹ã€ÅAndroidè®_è®¡è§„èŒƒï_Œå…çè´_ç_„è®_è®¡ç´ æùêç_‰ã€‚	https://github.com/inferjay/AndroidDevTools	
444658	react-native-animatable	Standard set of easy to use animations and declarative transitions for React Native	https://github.com/oblador/react-native-animatable	
658440	Android-PickerView	ä»¿iOSç_„PickerViewæ_§ä»¶ï_Œæœ‰æ—¶é—´é€‰æ‹©å’Œé€‰é¡_é€‰æ‹©å_¶æ”¯æŒÅä¸€äºŒä¸‰çº§èÅ”å_¨æ•ˆæ_œ	https://github.com/Bigkoo/Android-PickerView	
66818	Mobile-Detect	Mobile_Detect is a lightweight PHP class for detecting mobile devices (including tablets). It uses the User-Agent string combined with specific HTTP headers to detect the mobile environment.	https://github.com/serbanghita/Mobile-Detect	
403683	WinObjC	Objective-C for Windows	https://github.com/Microsoft/WinObjC	
494181	react-router-redux	Ruthlessly simple bindings to keep react-router and redux in sync	https://github.com/reactjs/react-router-redux	
325326	android-testing	A collection of samples demonstrating different frameworks and techniques for automated testing	https://github.com/googlesamples/android-testing	
539375	cli	A small package for building command line apps in Go	https://github.com/urfave/cli	
337758	JsBridge	"android java and javascript bridge, inspired by wechat webview jsbridge"	https://github.com/lzyzsd/JsBridge	
546360	react-sortable-hoc	"Set of higher-order components to turn any list into a sortable, touch-friendly, animated list"	https://github.com/clauderic/react-sortable-hoc	
843926	android-sunflower		https://github.com/googlesamples/android-sunflower	
290398	android-floating-action-button	Floating Action Button for Android based on Material Design specification	https://github.com/futuresimple/android-floating-action-button	
626651	material-components-android	Modular and customizable Material Design UI components for Android	https://github.com/material-components/material-components-android	
125907	LitePal	An Android library that allows developers to use SQLite database extremely easy.	https://github.com/LitePalFramework/LitePal	
691884	python-spider	Python3çˆ¬è™«	https://github.com/Jack-Cherish/python-spider	
397634	OpenRCT2	An open source re-implementation of Roller Coaster Tycoon 2.	https://github.com/OpenRCT2/OpenRCT2	
7144	laptop	A shell script which turns your OS X laptop into an awesome web development machine.	https://github.com/thoughtbot/laptop	
322254	R.swift	"Get strong typed, autocompleted resources like images, fonts and segues in Swift projects"	https://github.com/mac-cain13/R.swift	
7299	iOS-Runtime-Headers	iOS Objective-C headers as derived from runtime introspection	https://github.com/nst/iOS-Runtime-Headers	
253722	synx	A command-line tool that reorganizes your Xcode project folder to match your Xcode groups	https://github.com/venmo/synx	
773214	f2	the mobile version of g2	https://github.com/antvis/f2	
511539	electron-builder	Build installers for Electron apps the easy way	https://github.com/electron-userland/electron-builder	
865324	filament		https://github.com/google/filament	
265698	MaterialDesign	Design resources for Material Design.	https://github.com/Templarian/MaterialDesign	
137669	buck	"A fast build system that encourages the creation of small, reusable modules over a variety of platforms and languages."	https://github.com/facebook/buck	
868921	AndroidAutoSize	A low-cost Android screen adaptation solution (ä»_æ—¥å_´æù¡å±èå_•é€‚é…çæ–_æ¡ˆç»ˆæ_Åç‰ˆï_Œä¸€ä¸ªæ_Åä__æˆêæœ¬ç_„ Android å±èå_•é€‚é…çæ–_æ¡ˆ).	https://github.com/JessYanCoding/AndroidAutoSize	
237499	androidmvp	MVP Android Example	https://github.com/antoniolg/androidmvp	
257803	jazzy	Soulful docs for Swift & Objective-C	https://github.com/realm/jazzy	
325420	XLPagerTabStrip	Android PagerTabStrip for iOS.	https://github.com/xmartlabs/XLPagerTabStrip	
321900	wego	weather app for the terminal	https://github.com/schachmat/wego	
296219	SQLite.swift	"A type-safe, Swift-language layer over SQLite3."	https://github.com/stephencelis/SQLite.swift	
295773	Reachability.swift	Replacement for Apple's Reachability re-written in Swift with closures	https://github.com/ashleymills/Reachability.swift	
359556	dex2jar	Tools to work with android .dex and java .class files	https://github.com/pxb1988/dex2jar	
615970	Android-Debug-Database	A library for debugging android databases and shared preferences	https://github.com/amitshekhariitbhu/Android-Debug-Database	
515932	BotBuilder	"The Microsoft Bot Builder SDK is one of three main components of the Microsoft Bot Framework.  The Microsoft Bot Framework provides just what you need to build and connect intelligent bots that interact naturally wherever your users are talking, from text"	https://github.com/Microsoft/BotBuilder	
306412	helmet	Help secure Express apps with various HTTP headers	https://github.com/helmetjs/helmet	
394885	android-ndk	Android NDK samples	https://github.com/googlesamples/android-ndk	
684425	litho	A declarative framework for building efficient UIs on Android.	https://github.com/facebook/litho	
811247	vue-native-core		https://github.com/GeekyAnts/vue-native-core	
694610	howmanypeoplearearound	Using tshark to quantify the number of people in a location	https://github.com/schollz/howmanypeoplearearound	
431368	laravel-permission	Associate users with roles and permissions	https://github.com/spatie/laravel-permission	
725825	ncnn	ncnn is a high-performance neural network inference framework optimized for the mobile platform	https://github.com/Tencent/ncnn	
395114	Timber	Material Design Music Player	https://github.com/naman14/Timber	
665513	functions-samples	Set of Cloud Functions for Firebase samples	https://github.com/firebase/functions-samples	
3159	MahApps.Metro	A toolkit for creating Metro / Modern UI styled WPF apps.	https://github.com/MahApps/MahApps.Metro	
512676	Android-SpinKit	Android  loading animations	https://github.com/ybq/Android-SpinKit	
196781	ShortcutBadger	"An Android library supports badge notification like iOS in Samsung, LG, Sony and HTC launchers."	https://github.com/leolin310148/ShortcutBadger	
229370	chisel	Chisel is a collection of LLDB commands to assist debugging iOS apps.	https://github.com/facebook/chisel	
677653	kotlin-native		https://github.com/JetBrains/kotlin-native	
769555	cube-ui		https://github.com/didi/cube-ui	
446403	react-native-code-push	React Native plugin for the CodePush service.	https://github.com/Microsoft/react-native-code-push	
3318	noty	noty is a jQuery notification plugin that makes it easy to create alert - success - error - warning - information - confirmation messages as an alternative the standard alert dialog.	https://github.com/needim/noty	
706539	RePlugin	360æ‰‹æœºåç«å£«æè’ä»¶åŒ–æ¡†æ_¶æ–_æ¡ˆ	https://github.com/Qihoo360/RePlugin	
316744	qt	Qt binding for Go (Windows / Mac OS X / Linux / Android)	https://github.com/therecipe/qt	
250338	AndroidAssetStudio	A set of web-based tools for generating graphics and other assets that would eventually be in an Android application's res/ directory.	https://github.com/romannurik/AndroidAssetStudio	
218006	j2objc	A Java to iOS Objective-C translation tool and runtime.	https://github.com/google/j2objc	
688763	sizzy	placeholder repo for a responsive design tool	https://github.com/kitze/sizzy	
235406	mal	mal - Make a Lisp	https://github.com/kanaka/mal	
715199	awesome-arkit	A curated list of awesome ARKit projects and resources. Feel free to contribute!	https://github.com/olucurious/awesome-arkit	
562945	awesome-adb	Adb usage complete / Adb ç”¨æ_•å_§å…¨	https://github.com/mzlogin/awesome-adb	
371641	ResearchKit	ResearchKit is an open source software framework that makes it easy to create apps for medical research or for other research projects.	https://github.com/ResearchKit/ResearchKit	
509678	JTAppleCalendar	This is the Apple Calendar control Apple whished they made.	https://github.com/patchthecode/JTAppleCalendar	
557853	VirtualApp	An open source implementation of MultiAccount.	https://github.com/asLody/VirtualApp	
323539	flickity	":leaves: Touch, responsive, flickable galleries"	https://github.com/metafizzy/flickity	
505020	eruda	Console for mobile JavaScript	https://github.com/liriliri/eruda	
626175	ios-oss	"Kickstarter for iOS. Bring new ideas to life, anywhere."	https://github.com/kickstarter/ios-oss	
542443	anbox		https://github.com/anbox/anbox	
811133	VirtualXposed	A Module to use Xposed without root or recovery(or modify system image etc).	https://github.com/android-hacker/VirtualXposed	
694985	AgentWeb	This is android library on encapsulate webview . very easy to used . 	https://github.com/Justson/AgentWeb	
283167	RxKotlin	RxJava bindings for Kotlin	https://github.com/ReactiveX/RxKotlin	
240245	XLForm	XLForm is the most flexible and powerful iOS library to create dynamic table-view forms. Fully compatible with Swift & Obj-C. 	https://github.com/xmartlabs/XLForm	
537759	quickstart-android	Firebase Quickstart Samples for Android	https://github.com/firebase/quickstart-android	
34446	antlr4	"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files."	https://github.com/antlr/antlr4	
146617	knockout	"Knockout makes it easier to create rich, responsive UIs with JavaScript"	https://github.com/knockout/knockout	
13813	seafile	"File syncing and sharing software with file encryption and group sharing, emphasis on reliability and high performance. "	https://github.com/haiwen/seafile	
5951	fancyBox	"fancyBox is a tool that offers a nice and elegant way to add zooming functionality for images, html content and multi-media on your webpages."	https://github.com/fancyapps/fancyBox	
606470	ImmersionBar	å®‰åç“4.4ä»¥ä¸_æ_‰æµ¸å_è(ImmersionBar)å_„çê†	https://github.com/gyf-dev/ImmersionBar	
769855	SuperTinyIcons	Under 1KB each! Super Tiny Social Icons are miniscule SVG versions of your favourite logos	https://github.com/edent/SuperTinyIcons	
250790	ZhihuDailyPurify	Purified version of Zhihu Daily - æ›´çº¯å‡€ç_„çŸ¥ä__æ—¥æ_¥	https://github.com/izzyleung/ZhihuDailyPurify	
377091	androidtool-mac	"One-click screenshots, video recordings, app installation for iOS and Android"	https://github.com/mortenjust/androidtool-mac	
503595	ZFPlayer	åŸºäº_AVPlayerï_Œå®_ç_°ä¸_ä¸‹æ»‘å_¨è°ƒè_‚éŸ_é‡èï_Œå·_åè_æ»‘å_¨è°ƒè_‚æ’_æ”_è¿›åº_	https://github.com/renzifeng/ZFPlayer	
868693	watermelondb		https://github.com/Nozbe/watermelondb	
2557	nimbus	The iOS framework that grows only as fast as its documentation	https://github.com/jverkoey/nimbus	
618563	Keyframes	A library for converting Adobe AE shape based animations to a data format and play it back on Android and iOS devices.	https://github.com/facebookincubator/Keyframes	
349155	mosby	A Model-View-Presenter library for modern Android apps	https://github.com/sockeqwe/mosby	
478056	SVProgressHUD	A clean and lightweight progress HUD for your iOS and tvOS app.	https://github.com/SVProgressHUD/SVProgressHUD	
59909	AndroidAsync	"Asynchronous socket, http (client+server), websocket, and socket.io library for android. Based on nio, not threads."	https://github.com/koush/AndroidAsync	
76596	webpack-dev-server	Serves a webpack app. Updates the browser on changes.	https://github.com/webpack/webpack-dev-server	
441740	AndResGuard	proguard resource for Android  by wechat team	https://github.com/shwenzhang/AndResGuard	
638984	rax	:tophat: A universal React-compatible render engine.	https://github.com/alibaba/rax	
664087	Texture		https://github.com/TextureGroup/Texture	
579522	epoxy		https://github.com/airbnb/epoxy	
642302	Toasty	"The usual Toast, but with steroids"	https://github.com/GrenderG/Toasty	
451180	AndroidLibs	æ_£åœ¨æˆêä¸ºåè_ä¸_æœ€å…¨åˆ†ç±»Androidå_€æºêä»£ç Åå_§å…¨~~~~ï_ˆæ_£åœ¨æ•´çê†æ”¶é›†ï_Œä¸çè_Åçù€æ€¥~~å…ˆStarä¸€ä¸‹åê§ï_‰	https://github.com/XXApple/AndroidLibs	
447943	CYLTabBarController	æœ€ä__åèªéœ€ä_ ä¸_ä¸ªæ•°ç»„åç_åè¯å®Œæˆêä¸»æµÅAppæ¡†æ_¶æê_å»º	https://github.com/ChenYilong/CYLTabBarController	
396603	android-topeka	A fun to play quiz that showcases material design on Android	https://github.com/googlesamples/android-topeka	
483973	ReSwift	Unidirectional Data Flow in Swift - Inspired by Redux	https://github.com/ReSwift/ReSwift	
263019	sandstorm	Personal Cloud Sandbox	https://github.com/sandstorm-io/sandstorm	
448482	android-job	Android library to handle jobs in the background.	https://github.com/evernote/android-job	
586761	AndPermission		https://github.com/yanzhenjie/AndPermission	
174857	subsampling-scale-image-view	"Highly configurable, easily extendable view with pan and zoom gestures for displaying huge images without loss of detail. Perfect for photo galleries, maps, building plans etc."	https://github.com/davemorrissey/subsampling-scale-image-view	
337707	TextFieldEffects	"Custom UITextFields effects inspired by Codrops, built using Swift"	https://github.com/raulriera/TextFieldEffects	
749242	vConsole	"A lightweight, extendable front-end developer tool for mobile web page."	https://github.com/Tencent/vConsole	
740773	lozad.js		https://github.com/ApoorvSaxena/lozad.js	
354815	falcon	"Falcon is a high-performance Python framework for building REST microservices, smart proxies, and app backends."	https://github.com/falconry/falcon	
648112	react-native-firebase	"Native firebase implementation for react native, supporting both ios and android."	https://github.com/invertase/react-native-firebase	
334056	Side-Menu.Android	Side menu with some categories to choose.	https://github.com/Yalantis/Side-Menu.Android	
758888	ViewAnimator	ViewAnimator brings your UI to life with just one line	https://github.com/marcosgriselli/ViewAnimator	
543925	sourcegraph	"Fast, global, semantic code search & cross-reference engine for developers."	https://github.com/sourcegraph/sourcegraph	
362841	responsive-html-email-template	When all you need is a really simple HTML email template.	https://github.com/leemunroe/responsive-html-email-template	
344904	material-calendarview	A Material design back port of Android's CalendarView	https://github.com/prolificinteractive/material-calendarview	
719869	android-interview-questions	Your Cheat Sheet For Android Interview - Android Interview Questions	https://github.com/MindorksOpenSource/android-interview-questions	
641234	reactotron	A desktop app for inspecting your React JS and React Native projects.	https://github.com/infinitered/reactotron	
685435	react-redux-typescript-guide	"A comprehensive guide to static typing ""React & Redux"" apps using TypeScript"	https://github.com/piotrwitek/react-redux-typescript-guide	
270291	awesome-swift	"A curated list of awesome Swift frameworks, libraries and software."	https://github.com/Wolg/awesome-swift	
738502	stencil	Stencil: A Compiler for Web Components	https://github.com/ionic-team/stencil	
365412	moshi	A modern JSON library for Android and Java.	https://github.com/square/moshi	
520222	BGAQRCode-Android	Android QRCode Library	https://github.com/bingoogolapple/BGAQRCode-Android	
363351	componentkit	A React-inspired view framework for iOS.	https://github.com/facebook/componentkit	
475513	selectize.js	"Selectize is the hybrid of a textbox and <select> box. It's jQuery based and it has autocomplete and native-feeling keyboard navigation; useful for tagging, contact lists, etc."	https://github.com/selectize/selectize.js	
540467	expanding-collection		https://github.com/Ramotion/expanding-collection	
518167	electron-quick-start	Clone to try a simple Electron app	https://github.com/electron/electron-quick-start	
309921	drive	Google Drive client for the commandline	https://github.com/odeke-em/drive	
499751	BackgroundMusic	"Background Music, an OS X audio utility"	https://github.com/kyleneideck/BackgroundMusic	
775549	haven	Haven (formerly known as â€œPhoneypotâ€ù) is an Android application that leverages on-device sensors to provide monitoring and protection of physical spaces.	https://github.com/guardianproject/haven	
501464	electron-packager	"Package and distribute your Electron app in OS executables (.app, .exe etc) via JS or CLI"	https://github.com/electron-userland/electron-packager	
148051	ion	Android Asynchronous Networking and Image Loading	https://github.com/koush/ion	
350520	client	"Go library, client and local daemon"	https://github.com/keybase/client	
1963	XMPPFramework	An XMPP Framework in Objective-C for Mac and iOS	https://github.com/robbiehanson/XMPPFramework	
359038	http-proxy-middleware	":zap: The one-liner node.js http-proxy middleware for connect, express and browser-sync"	https://github.com/chimurai/http-proxy-middleware	
258159	SCLAlertView-Swift	Beautiful animated Alert View. Written in Swift	https://github.com/vikmeup/SCLAlertView-Swift	
600085	react-native-snap-carousel	Simple carousel component with snapping effect on Android & iOS for React Native	https://github.com/archriss/react-native-snap-carousel	
793836	iOSProject	"ocç»_åêˆé¡_ç›®,iosç»_åêˆé¡_ç›®,iosdemo,ocdemo,demo,ç™_æ€ùä¸çå_—å§ê,æ–°æµªå_®åç_,sina,QQéŸ_ä_ê,QQMusic,music,è§†é¢‘åˆ—è¡¨,æ»_å_¨æ’_æ”_,æ‹–æ‹_æ’_æ”_,ç_»çº¿ä¸‹è__,åç_æ—¶é€_è®¯,æ‰“åç° ios æ—¥å¿—,çœÅå¸‚åŒºä¸‰çº§èÅ”å_¨,æ_¡æœ‰å¯_èˆªæ è,è‡ªå®_ä_‰å¯_èˆªæ è,å_—ä_“é€‚é…çå±èå_•,ç©ºç™_é¡µå±•ç_º,ç©ºç™_é¡µ,å¯_èˆªæù¡é¢œè‰_æ¸êåè˜,å¯_èˆªæù¡é«˜åº_æ¸êåè˜,YYText ä_¿ç”¨,åˆ—è¡¨ç_„å±•å_€å’Œæ”¶èµ·,äº¬ä¸œé_–é¡µå¸ƒå±€,æµÅæ°´å¸ƒå±€,å_‚ç›´æµÅæ°´å¸ƒå±€,æ°´å__æµÅæ°´å¸ƒå±€,éù_è§„åˆ™æµÅæ°´å¸ƒå±€,é”®ç›˜å_„çê†,æ–‡ä»¶ä¸‹è__,Masonry æ¡ˆä_‹,LKDB æ•°æç®åº“,ç™_åº_åœ°å›_,äºŒç»´ç Å,ç…§ç‰‡ä¸_ä_ "	https://github.com/NJHu/iOSProject	
542362	react-native-debugger	"The standalone app for React Native Debugger, with React DevTools / Redux DevTools"	https://github.com/jhen0409/react-native-debugger	
3709	SparkleShare	"Share and collaborate by syncing with any Git repository instantly. Linux, macOS, and Windows."	https://github.com/hbons/SparkleShare	
248266	soundnode-app	"Soundnode App is the Soundcloud for desktop. Built with NW.js, Angular.js and Soundcloud API."	https://github.com/Soundnode/soundnode-app	
587672	Magisk		https://github.com/topjohnwu/Magisk	
496314	EarlGrey	iOS UI Automation Test Framework	https://github.com/google/EarlGrey	
715200	kittenTricks		https://github.com/akveo/kittenTricks	
617081	serverless-application-model	AWS Serverless Application Model (AWS SAM) prescribes rules for expressing Serverless applications on AWS.	https://github.com/awslabs/serverless-application-model	
8608	chrome-app-samples	Chrome Apps	https://github.com/GoogleChrome/chrome-app-samples	
672268	expo	Expo iOS/Android Client	https://github.com/expo/expo	
871431	DoraemonKit	A collection of testing tools for iOS App development	https://github.com/didi/DoraemonKit	
112123	WeiXinMPSDK	å_®ä¿¡å…¬ä_—å__åè°SDK Senparc.Weixin for C#ï_Œå·_æ”¯æŒÅå_®ä¿¡å…¬ä_—åè·ã€Åä_Åä¸_åè·ã€Åå_€æ”_å__åè°ã€Åå_®ä¿¡æ”¯ä»˜ã€ÅJSSDKã€‚	https://github.com/JeffreySu/WeiXinMPSDK	
625134	FastHub	TODO	https://github.com/k0shk0sh/FastHub	
813620	swift-nio	Event-driven network application framework for high performance protocol servers & clients non-blocking.	https://github.com/apple/swift-nio	
593328	NewPipe	A lightweight Youtube frontend for Android.	https://github.com/TeamNewPipe/NewPipe	
533474	pepperoni-app-kit	Pepperoni - React Native App Starter Kit for Android and iOS	https://github.com/futurice/pepperoni-app-kit	
3336	Metro-UI-CSS	CSS styles for build Windows 8 Metro UI stylable interface	https://github.com/olton/Metro-UI-CSS	
272025	starscream	Websockets in swift for iOS and OSX	https://github.com/daltoniam/Starscream	
380626	SwiftDate	"Powerful NSDate & Time Zones Management, made in Swift 2"	https://github.com/malcommac/SwiftDate	
792047	sweetalert2	"A beautiful, responsive, customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero dependencies."	https://github.com/sweetalert2/sweetalert2	
12232	python-for-android	Turn your Python application into an Android APK	https://github.com/kivy/python-for-android	
528498	Depth-LIB-Android-	"A library gives depth to Views. It also contains some examples of Canvas drawing techniques to create particle systems, waves and grain effect. Don't expect to much from this lib, it was written as a quick prototype, so the visuals look good but the code "	https://github.com/danielzeller/Depth-LIB-Android-	
180901	JVFloatLabeledTextField	UITextField subclass with floating labels - inspired by Matt D. Smith's design: http://dribbble.com/shots/1254439--GIF-Mobile-Form-Interaction?list=users	https://github.com/jverdi/JVFloatLabeledTextField	
2643	facebook-android-sdk	Used to integrate Android apps with Facebook Platform.	https://github.com/facebook/facebook-android-sdk	
327111	KeychainAccess	Simple Swift wrapper for Keychain that works on iOS and OS X	https://github.com/kishikawakatsumi/KeychainAccess	
73372	ReactiveUI	"A MVVM framework that integrates with the Reactive Extensions for .NET to create elegant, testable User Interfaces that run on any mobile or desktop platform. Supports Xamarin.iOS, Xamarin.Android, Xamarin.Mac, Xamarin Forms, WPF, Windows Forms, Windows P"	https://github.com/reactiveui/ReactiveUI	
338350	android-advancedrecyclerview	"RecyclerView extension library which provides advanced features. (ex. Google's Inbox app like swiping, Play Music app like drag and drop sorting)"	https://github.com/h6ah4i/android-advancedrecyclerview	
88816	ppsspp	"A PSP emulator for Android, Windows, Mac and Linux, written in C++. Want to contribute? Join us in #ppsspp on freenode (IRC) or just send pull requests / issues. For discussion use the forums on ppsspp.org."	https://github.com/hrydgard/ppsspp	
431262	pupy	"Pupy is an opensource, multi-platform (Windows, Linux, OSX, Android) Remote Administration Tool with an embedded Python interpreter."	https://github.com/n1nj4sec/pupy	
93083	pickadate.js	"(Looking for Project Maintainers) The mobile-friendly, responsive, and lightweight jQuery date & time input picker."	https://github.com/amsul/pickadate.js	
4002	k-9	K-9 Mail â€“ Advanced Email for Android	https://github.com/k9mail/k-9	
290994	jjwt	Java JWT: JSON Web Token for Java	https://github.com/jwtk/jjwt	
489532	Douya	"Douban, yet another"	https://github.com/DreaminginCodeZH/Douya	
232156	bullet3	Bullet 2.x official repository with optional experimental Bullet 3 GPU rigid body pipeline	https://github.com/bulletphysics/bullet3	
133958	koreader	"An ebook reader application supporting PDF, DjVu, EPUB, FB2 and many more formats, running on Kindle, Kobo, PocketBook, Ubuntu Touch and Android devices"	https://github.com/koreader/koreader	
576560	SwiftMessages	A very flexible message bar for iOS written in Swift.	https://github.com/SwiftKickMobile/SwiftMessages	
144225	robolectric	Android Unit Testing Framework	https://github.com/robolectric/robolectric	
622016	darkflow	"translate darknet to tensorflow. Load trained weights, retrain/fine-tune them using tensorflow, export constant graph def to C++"	https://github.com/thtrieu/darkflow	
638363	SwifterSwift	A handy collection of more than 400 native Swift 3 extensions to boost your productivity.	https://github.com/SwifterSwift/SwifterSwift	
274577	Async	Syntactic sugar in Swift for asynchronous dispatches in Grand Central Dispatch	https://github.com/duemunk/Async	
572034	react-app-rewired	Configure the unconfigurable ... override Create React App WebPack configs	https://github.com/timarney/react-app-rewired	
516822	folding-cell-android		https://github.com/Ramotion/folding-cell-android	
189877	Squirrel.Windows	An installation and update framework for Windows desktop apps	https://github.com/Squirrel/Squirrel.Windows	
620751	CyberChef	The Cyber Swiss Army Knife	https://github.com/gchq/CyberChef	
645973	react-native-interactable	Experimental implementation of interactable views in React Native	https://github.com/wix/react-native-interactable	
446426	AndroidPicker	"å®‰åç“é€‰æ‹©å™¨ç±»åº“ï_ŒåŒ…æ‹¬æ—¥æœŸæ—¶é—´é€‰æ‹©å™¨ã€Ååç•é¡_é€‰æ‹©å™¨ã€Ååœ°åù€é€‰æ‹©å™¨ã€Åé¢œè‰_é€‰æ‹©å™¨ã€Åæ–‡ä»¶ç›®å_•é€‰æ‹©å™¨ã€Åæ•°å_—é€‰æ‹©å™¨ã€Åæ˜Ÿåº§é€‰æ‹©å™¨ç_‰ï_Œåè¯è‡ªå®_ä_‰é¡¶éƒ¨åè_åº•éƒ¨ç•Œéù¢ï_Œåè¯è‡ªå®_ä_‰çª—åè£å_¨ç”»ã€‚Picker for android, include date&time/option/number/address/city/color/file&directory."	https://github.com/gzu-liyujiang/AndroidPicker	
722388	ARKit-CoreLocation	Combines the high accuracy of AR with the scale of GPS data.	https://github.com/ProjectDent/ARKit-CoreLocation	
781356	Manta	???? Painless invoicing with customizable templates	https://github.com/hql287/Manta	
665468	react-native-windows	A framework for building native apps with React.	https://github.com/Microsoft/react-native-windows	
402295	react-native-material-kit	Bringing Material Design to React Native	https://github.com/xinthink/react-native-material-kit	
521717	redex	A bytecode optimizer for Android apps	https://github.com/facebook/redex	
627075	nexe	???? create a single executable out of your node.js apps	https://github.com/nexe/nexe	
767928	RIBs	Uber's cross-platform mobile architecture.	https://github.com/uber/RIBs	
667729	Awesome_APIs	A collection of APIs	https://github.com/TonnyL/Awesome_APIs	
419462	react_on_rails	Integration of React + Webpack + Rails to build Universal (Isomorphic) Apps	https://github.com/shakacode/react_on_rails	
441888	grommet	The most advanced UX framework for enterprise applications.	https://github.com/grommet/grommet	
587287	TapTargetView	An implementation of tap targets from the Material Design guidelines for feature discovery	https://github.com/KeepSafe/TapTargetView	
141140	xctool	A replacement for Apple's xcodebuild that makes it easier to build and test iOS or OSX apps.	https://github.com/facebook/xctool	
455352	nwb	CLI tool for React apps and components & plain JS apps and npm modules	https://github.com/insin/nwb	
334876	Android-Image-Cropper	Android widget for cropping and rotating an image.	https://github.com/ArthurHub/Android-Image-Cropper	
674946	UltraViewPager	UltraViewPager is an extension for ViewPager to provide multiple features in a single ViewPager.	https://github.com/alibaba/UltraViewPager	
9442	snowplow	"Enterprise-strength web, mobile and event analytics, powered by Hadoop, Kinesis, Redshift and Elasticsearch"	https://github.com/snowplow/snowplow	
572469	cameraview		https://github.com/google/cameraview	
97791	aws-sdk-js	AWS SDK for JavaScript in the browser and Node.js	https://github.com/aws/aws-sdk-js	
596620	mas	:package: Mac App Store command line interface	https://github.com/mas-cli/mas	
552354	kotlinx.coroutines	Libraries built upon Kotlin coroutines	https://github.com/Kotlin/kotlinx.coroutines	
637165	esp8266_deauther	ESP8266 deauther	https://github.com/spacehuhn/esp8266_deauther	
666251	CalendarView	Androidä¸_ä¸€ä¸ªä_˜é›…ã€Åé«˜åº_è‡ªå®_ä_‰ã€Åæ€§èƒ_é«˜æ•ˆç_„æ—¥å_†æ_§ä»¶ï_Œæ”¯æŒÅæ ‡è®°ã€Åè‡ªå®_ä_‰é¢œè‰_ã€Åå†œå_†ç_‰ã€‚Canvasç»˜åˆ¶ï_Œé€Ÿåº_å¿«ã€Ååç ç”¨å†…å_˜ä__	https://github.com/huanghaibin-dev/CalendarView	
189668	boto3	AWS SDK for Python	https://github.com/boto/boto3	
666492	PRobot	a trainable robot that responds to activity on GitHub	https://github.com/probot/PRobot	
476622	jquery-weui	WeUI ç_„jQueryç‰ˆæœ¬ï_Œå_ºå_§ç®€æ´Å	https://github.com/lihongxun945/jquery-weui	
284872	Surge	"A Swift library that uses the Accelerate framework to provide high-performance functions for matrix math, digital signal processing, and image manipulation."	https://github.com/mattt/Surge	
550795	Compressor	An android image compression library.	https://github.com/zetbaitsu/Compressor	
